track_name,artist_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,image_url
The Adults Are Talking,The Strokes,4,2020,4,10,"152,115",76.0,"457,933,102",29.0,,28.0,"129,502","1,670,342",180,2,1,1,22,6,28,56,96,99,https://i.scdn.co/image/ab67616d0000b273bfa99afb5ef0d26d5064b23b
Melhor Eu Ir / Ligando os Fatos / Sonho de Amor / Deixa Eu Te Querer (Ao Vivo),Grupo Menos ï¿½ï¿½ ,1,2020,4,23,"6,608",,"270,944,683",,,7.0,"22,899",,82,8,0,83,94,11,15,34,32,33,
Hips Don't Lie (feat. Wyclef Jean),Shakira,4,2005,1,1,"261,693",80.0,"1,631,152,967",261.0,,147.0,"3,150,258","6,770,784",193,8,0,67,31,85,62,72,67,56,https://i.scdn.co/image/ab67616d0000b27327ddd747545c0d0cfe7595fa
Overdose,natori,1,2022,9,7,"26,630",62.0,"191,425,175",21.0,,,,"367,613",84,11,1,76,30,90,46,12,63,97,https://i.scdn.co/image/ab67616d0000b2730ac0f324b55a0e56b62670ca
Techno Cumbia (Remasterizado 2024/30th Anniversary),Selena,1,2024,3,22,12,,"50,962,805",2.0,,,,,77,11,1,23,16,47,42,38,29,12,https://i.scdn.co/image/ab67616d0000b273577830d8e851322aec0185d4
Tak Segampang Itu,Anggi Marito,1,2022,12,2,"14,918",74.0,"415,357,981",8.0,,1.0,"2,405","127,265",102,0,0,47,57,36,22,83,78,53,https://i.scdn.co/image/ab67616d0000b2732844c4e4e984ea408ab7fd6f
Emotionally Scarred,Lil Baby,2,2020,2,28,"93,481",63.0,"289,652,584",35.0,,3.0,"30,366","2,007,348",137,2,0,44,85,74,29,20,28,52,https://i.scdn.co/image/ab67616d0000b273f46a9ad551acbdab8f72fd89
When It Rains It Pours,Luke Combs,4,2017,6,2,"93,613",78.0,"807,802,864",55.0,,11.0,"29,415","1,719,362",87,5,1,92,34,35,56,46,61,51,https://i.scdn.co/image/ab67616d0000b273b7578013decfa174e30dc298
If I Didn't Love You,Jason Aldean,1,2021,7,23,"22,233",60.0,"143,447,350",2.0,,2.0,"39,829","991,870",118,7,0,57,29,59,29,82,91,5,https://i.scdn.co/image/ab67616d0000b2737c0396af8cafedbc42e1a122
NO ME QUIERO CASAR,Bad Bunny,4,2023,10,13,"20,979",73.0,"144,801,283",18.0,,4.0,"321,307","538,315",122,3,0,35,63,76,66,1,95,35,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec
UNHEALTHY (feat. Shania Twain),Anne-Marie,2,2023,5,18,"18,457",60.0,"107,435,709",52.0,,22.0,"287,345","1,025,913",151,4,0,1,52,95,55,43,99,24,https://i.scdn.co/image/ab67616d0000b273c251fe563280736ad5bface9
ATORRANTE - con Los Palmeras,Emanero,1,2023,7,5,"7,487",61.0,"65,617,109",1.0,,4.0,"252,063","101,460",115,8,0,17,50,7,23,29,29,90,https://i.scdn.co/image/ab67616d0000b2738dd33c4b040cc8f2cae4a6dc
"Praise (feat. Brandon Lake, Chris Brown & Chandler Moore)",Elevation Worship,3,2023,5,19,"31,102",70.0,"79,621,215",20.0,,11.0,"246,651","567,381",170,5,1,48,36,6,100,86,11,57,https://i.scdn.co/image/ab67616d0000b27375f0b510d7b6bc30db573e62
greedy,Tate McRae,2,2023,9,15,"3,984",,"1,256,101,755",109.0,,,,,196,11,1,7,89,42,76,54,66,54,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
El Mejor,Chayï¿½ï¿½n R,3,2023,10,27,"1,181",,"7,178,040",,,,,"156,906",127,6,0,57,5,57,95,39,14,94,
Take Me to Church,Hozier,4,2013,9,13,"113,315",74.0,"2,544,489,950",142.0,,18.0,"17,163",,105,6,0,14,33,80,100,76,9,2,https://i.scdn.co/image/ab67616d0000b2737a9bf5f82e32d33d4503fe7b
Roses,The Chainsmokers,4,2015,6,16,"137,023",68.0,"1,046,848,265",129.0,,43.0,"173,923","9,203,307",126,3,0,16,55,85,75,96,85,27,https://i.scdn.co/image/ab67616d0000b2738d2cfad007b9431f48aef135
Close Friends (Lil Baby & Gunna),Lil Baby,2,2018,10,4,"99,524",65.0,"428,009,373",27.0,,4.0,"26,549","2,437,123",195,3,1,22,95,45,7,95,60,67,https://i.scdn.co/image/ab67616d0000b273ce159a3ba2096e13fa9d4b4c
"0 Sentimientos (Remix) [feat. Baby Rasta, Noriel, Darkiel, Messiah & Lyan]",Boy Wonder CF,4,2023,11,21,871,,"272,261,201",2.0,,,,,65,3,1,65,24,33,87,91,22,80,https://i.scdn.co/image/ab67616d0000b273425208ac1e91e7d42e56abbf
BEBï¿,Camilo,3,2020,11,25,"42,742",66.0,"401,104,048",82.0,,25.0,"361,819","1,090,144",83,10,0,69,12,83,43,23,10,37,https://i.scdn.co/image/ab67616d0000b273d3fdbbbfeeffc9a02c6308d1
Propuesta Indecente,Romeo Santos,1,2013,1,1,"76,654",74.0,"751,508,028",46.0,,37.0,"458,762","4,633,986",153,4,0,92,62,71,79,41,15,33,https://i.scdn.co/image/ab67616d0000b273e9da42890bbd629df1e8f640
Palhaï¿½ï¿½a (Ao V,Naiara Azevedo,1,2023,1,12,"10,235",58.0,"149,801,910",4.0,,24.0,"167,705","103,032",72,4,0,26,65,21,95,27,48,83,
Atmosphere,FISHER,1,2023,8,11,"40,300",70.0,"105,178,211",33.0,,17.0,"92,002","582,149",84,7,1,36,4,90,33,93,79,12,https://i.scdn.co/image/ab67616d0000b273a6e3a7e65879142b2a5fe3e7
Eid,Mehmood J,2,2022,6,24,5,4.0,"10,762",,,,,"3,103",177,8,0,48,74,97,34,92,13,4,https://i.scdn.co/image/ab67616d0000b2738cff3ad7c324fd27220bf036
Money In The Grave (Drake ft. Rick Ross),Drake,4,2019,6,15,"180,650",70.0,"970,219,741",,,,,,141,1,0,63,10,20,95,97,5,59,https://i.scdn.co/image/ab67616d0000b2733f3b653b0a7b9e889a712c3d
BABY NUEVA,Bad Bunny,3,2023,10,13,"23,373",,"118,835,954",5.0,,,,"399,333",170,10,0,33,87,14,49,50,41,87,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec
ýýýýýýýýýý ýýýý ýýýýýý ýýýýýýýý,ýýýýýýýýýý ýýýýýýýý,4,2022,12,8,114,24.0,"468,162",,,,,"95,147",141,6,0,17,77,4,16,21,16,16,
Escapate Conmigo,Wisin,4,2018,1,19,,,,,,,,,125,0,0,63,93,16,1,88,94,56,https://i.scdn.co/image/ab67616d0000b273c7524a697e709517b50681b2
Lighter,Galantis,4,2024,2,16,"4,573",5.0,"35,712,909",29.0,,31.0,"1,270,197","271,031",104,0,1,73,43,71,89,77,41,30,https://i.scdn.co/image/ab67616d0000b2731b4da6a79a7923e34617a6ab
"Halli Naatu (From ""Rrr"")",Rahul Sipligunj,1,2021,11,10,169,,"72,962,855",,,,,,173,3,1,43,98,18,53,73,9,91,https://i.scdn.co/image/ab67616d0000b273d4c9a6f8e8cd7231606a6b87
Happier,Ed Sheeran,3,2017,3,3,"109,373",70.0,"1,322,385,342",37.0,,29.0,"310,000",,122,9,1,16,84,4,43,73,45,64,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96
Kill Em With Kindness,Selena Gomez,3,2015,10,9,"48,598",56.0,"550,049,388",53.0,,24.0,"81,398","2,766,042",135,6,0,58,68,22,80,7,83,65,https://i.scdn.co/image/ab67616d0000b2736bc7473df6c9d1fd90972e84
Good Love,Hannah Laing,4,2023,5,12,"26,116",70.0,"100,186,243",41.0,,16.0,"329,760","505,083",173,1,1,12,1,82,48,13,48,32,https://i.scdn.co/image/ab67616d0000b2735647f33c586bfe7bb8b7a0c6
Little Girl Gone,CHINCHILLA,1,2023,4,21,"21,963",68.0,"100,397,677",6.0,,1.0,"79,184",,170,10,0,51,39,13,1,44,8,92,https://i.scdn.co/image/ab67616d0000b2736b851cdf8294cca5491b179b
Ella Quiere Beber - Remix,Anuel AA,1,2018,11,2,"66,150",70.0,"778,846,570",37.0,,18.0,"279,961","1,494,647",94,1,1,59,36,9,71,37,78,3,https://i.scdn.co/image/ab67616d0000b273d869533523e26fcde1f055a4
Blicky,Fresh X Reckless,3,2023,1,11,"6,378",40.0,"19,617,254",1.0,,,,,112,0,1,41,48,30,69,31,38,81,https://i.scdn.co/image/ab67616d0000b27379a701ae0d08f40932cf4e5f
Baby (Lil Baby feat. DaBaby),Quality Control,1,2019,7,17,"111,477",68.0,"522,143,496",41.0,,13.0,"67,110","1,797,781",85,9,0,90,97,12,8,61,1,54,https://i.scdn.co/image/ab67616d0000b273f5c547a4335523f10a802f94
Hotel,Montell Fish,1,2022,9,16,"56,660",74.0,"296,674,882",16.0,,8.0,"210,339","924,914",73,1,0,63,74,21,0,95,67,23,https://i.scdn.co/image/ab67616d0000b273f46e995aa84c6eb1080100a4
Mas Altas Que Bajadas,Natanael Cano,1,2023,6,30,"15,069",71.0,"157,476,564",11.0,,1.0,72,"213,453",177,6,0,65,35,36,68,66,51,31,https://i.scdn.co/image/ab67616d0000b273e2e093427065eaca9e2f2970
Somewhere Only We Know,Gustixa,2,2022,9,5,"9,646",43.0,"53,532,212",1.0,,,,"1,190,146",104,8,1,33,74,38,8,83,87,72,https://i.scdn.co/image/ab67616d0000b273e5312915971d9e0de84b682b
X1,MC Cabelinho,4,2021,12,20,"30,221",62.0,"185,050,407",10.0,,14.0,"367,281","198,749",110,5,0,94,72,9,13,60,81,46,https://i.scdn.co/image/ab67616d0000b2734f90d64d24d84a45e823c76e
Baby Shark,Bebefinn,3,2022,8,26,162,31.0,"1,731,282",,,,,"4,206",178,9,1,86,69,30,26,12,10,15,https://i.scdn.co/image/ab67616d0000b2734a5d64ba7bbf5c7112805609
DISPARA ***,Nicki Nicole,3,2023,5,17,"23,852",66.0,"182,184,068",11.0,,22.0,"441,318","176,341",78,1,1,70,33,42,8,86,36,20,https://i.scdn.co/image/ab67616d0000b273d91a54eea72c50765e2fa72b
Burn,Ellie Goulding,2,2012,1,1,"104,998",68.0,"784,334,383",86.0,,48.0,"140,321","12,172,997",141,11,1,63,57,98,35,82,89,93,https://i.scdn.co/image/ab67616d0000b273a8f674745d4e6757a9b35ba0
By Your Side,Rod Wave,4,2021,11,22,"40,909",60.0,"164,804,108",20.0,,5.0,"26,308","569,269",135,9,0,32,36,76,92,79,71,66,https://i.scdn.co/image/ab67616d0000b2738693303a558cd66d779d49f1
Very Sad,Enchan,3,2022,11,23,284,,"1,426,122",,,1.0,"98,031","314,385",151,9,0,11,95,93,83,99,21,96,https://i.scdn.co/image/ab67616d0000b273c4195dbef085b0fac5d78c76
No Te Contaron Mal,Christian Nodal,1,2018,9,7,"37,141",68.0,"492,542,256",27.0,,22.0,"858,993","1,316,575",92,8,0,75,59,97,78,98,51,30,https://i.scdn.co/image/ab67616d0000b2736c1281eccac823bd368f8782
When We Were Young,Adele,3,2015,11,20,"117,365",71.0,"1,284,096,603",133.0,,36.0,"1,394,780","5,077,728",87,6,1,18,11,35,99,46,4,13,https://i.scdn.co/image/ab67616d0000b2737b9888dc365b8f957c63df14
Miracle (Extended),Calvin Harris,1,2023,6,16,92,14.0,"57,151",,,,,,182,10,1,8,31,34,2,53,1,5,https://i.scdn.co/image/ab67616d0000b273aacd45715a2bd526c87d1849
Zapateado Encabronado #3,Alacranes Musical,2,2024,3,22,5,,"12,495,358",,,,,,185,0,0,73,80,67,22,70,4,68,
Ainï¿½ï¿½ï¿½t Tha,Morgan Wallen,1,2023,3,3,"30,503",74.0,"210,072,827",8.0,,,,"172,414",96,11,1,16,3,54,72,51,98,28,
I Am Your Gummy Bear (The Gummy Bear Song),Gummibï¿½,3,2007,1,1,"11,904",57.0,"104,073,182",4.0,,2.0,"3,494","648,232",158,8,1,49,32,67,29,100,31,54,
Do It Again (feat. 2Rare),NLE Choppa,3,2022,10,7,"65,297",60.0,"155,142,115",8.0,,5.0,"31,849","1,008,825",157,1,1,38,42,46,18,71,18,36,https://i.scdn.co/image/ab67616d0000b273e61ba4af2bb90a4d414da1dc
Te Felicito,Gerardo Coronel,3,2022,11,11,"2,515",57.0,"136,999,598",2.0,,,,"772,708",186,3,0,40,8,5,66,24,3,58,https://i.scdn.co/image/ab67616d0000b27343b04ef0b6275326f4b9f91d
Funny Song,Bruno Portinho Trilhas para filmes,2,2023,3,7,3,2.0,,,,,,,139,8,1,9,97,27,49,22,86,35,https://i.scdn.co/image/ab67616d0000b273dc9b0d0dd1bf810be9c7eeb3
The Smallest Man Who Ever Lived,Taylor Swift,2,2024,4,18,"2,923",,"122,986,507",25.0,,4.0,"2,012,467","46,678",97,3,1,11,50,29,47,73,45,84,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
Loading,Central Cee,4,2020,10,22,"137,745",65.0,"356,681,497",26.0,,3.0,"7,612","1,028,060",136,2,0,78,93,26,2,29,82,75,https://i.scdn.co/image/ab67616d0000b2731675d50a0ba7919b5e5797fe
Tek Tek (feat. MHD),DYSTINCT,3,2023,5,11,"30,635",59.0,"69,208,147",28.0,,10.0,"239,446","1,184,458",185,0,0,94,19,68,97,96,25,58,https://i.scdn.co/image/ab67616d0000b2732104123cf1e7823f560c2fce
Everyday Hustle,Future,1,2024,3,22,"9,191",,"32,935,844",9.0,,,,"296,876",146,6,0,14,38,38,65,10,49,86,https://i.scdn.co/image/ab67616d0000b273a46b07c291e6dfdee13b3ee8
Dos Besitos,La Joaqui,2,2022,10,27,"18,928",56.0,"100,335,960",1.0,,4.0,"28,838","160,060",113,5,0,27,22,34,26,34,25,77,https://i.scdn.co/image/ab67616d0000b27371a496b853f454707c68bfa8
Deep Down (feat. Never Dull),Alok,3,2022,6,17,"61,133",76.0,"335,203,899",92.0,,111.0,"2,069,650","1,795,229",75,9,0,3,40,43,86,26,70,63,https://i.scdn.co/image/ab67616d0000b273ed443f0fff29eee63c9ede20
No Me Conoce - Remix,Jhay Cortez,3,2019,5,17,"135,811",75.0,"1,367,265,268",118.0,,45.0,"1,959,690","2,785,821",87,3,0,35,43,14,95,66,31,42,https://i.scdn.co/image/ab67616d0000b273614b5974ec6e23185462700b
ýýCýýmo Pasýý?,Ela Taubert,2,2024,2,14,"3,662",,"61,288,751",10.0,,15.0,"331,202","610,292",105,5,1,64,34,82,98,46,96,41,
Freaky Friday (feat. Chris Brown),Lil Dicky,4,2018,3,15,"82,446",65.0,"670,298,052",,,13.0,"45,931",,131,5,1,97,22,93,39,49,43,73,https://i.scdn.co/image/ab67616d0000b273306bbb03a74db2f049203224
Still Rollin,Shubh,2,2023,5,19,"18,344",69.0,"191,465,461",21.0,,1.0,"22,131","267,764",144,3,1,46,57,31,17,7,25,59,https://i.scdn.co/image/ab67616d0000b2731a8c4618eda885a406958dd0
Safe And Sound,Capital Cities,2,2012,1,1,"256,512",78.0,"1,286,089,822",118.0,,81.0,"172,564","21,359,402",85,5,1,80,47,28,26,54,60,61,https://i.scdn.co/image/ab67616d0000b273b03e92f4e7dcd9db3a06c869
Mal Hombre,Kim Loaiza,1,2023,10,25,"1,104",,"28,817,964",1.0,,2.0,"60,358","49,569",144,9,0,38,86,62,10,76,87,63,https://i.scdn.co/image/ab67616d0000b273a028b709fa349e9347ca4a31
Teeth,5 Seconds of Summer,1,2019,8,21,"103,554",71.0,"683,247,723",62.0,,10.0,"551,258","3,637,003",124,10,1,37,57,5,38,41,50,90,https://i.scdn.co/image/ab67616d0000b273726005f0f81903e157d9dbc7
I Took A Pill In Ibiza,Mike Posner,4,2015,6,22,"17,799",49.0,"83,366,020",18.0,,19.0,"117,547","560,533",193,7,0,43,100,89,18,66,58,57,https://i.scdn.co/image/ab67616d0000b27332e4bffd94689ab199ecd1f0
Run Free,Deep Chills,3,2017,8,18,"17,950",55.0,"86,943,003",2.0,,5.0,"5,172","1,866,241",174,2,0,50,56,26,88,19,86,1,https://i.scdn.co/image/4232005630d1d2330dfecf2af47c16f864de39db
In The Dark,Purple Disco Machine,2,2022,1,21,"34,102",59.0,"177,722,624",62.0,,32.0,"846,073","5,644,172",123,3,1,96,86,98,6,44,37,77,https://i.scdn.co/image/ab67616d0000b2735b1ff4de0153b45a8ec648e2
Felina,WIU,4,2022,9,22,"35,385",63.0,"227,079,649",18.0,,21.0,"258,759","252,351",146,9,1,84,38,27,94,34,25,70,https://i.scdn.co/image/ab67616d0000b2734cb2beef6c3630b54aabfcfb
Meet you at the Graveyard,Cleffy,1,2023,10,6,"21,000",14.0,"95,871,805",6.0,,6.0,"53,422","1,905,641",166,11,0,25,27,4,56,76,44,80,https://i.scdn.co/image/ab67616d0000b2735b03a3f3d8918856e1519645
Sexy to Someone,Clairo,2,2024,5,23,"2,626",74.0,"15,290,073",53.0,,27.0,"2,902,501","19,920",155,0,0,35,63,40,1,19,30,83,https://i.scdn.co/image/ab67616d0000b273193c2fafdce8f116b5ca0a78
Se Le Ve,Dï¿½ï¿½melo ,3,2021,8,12,"43,572",56.0,"240,138,585",34.0,,7.0,"33,136","601,506",136,3,0,68,61,55,37,23,69,7,
Coraï¿½ï¿½ï¿½ï¿½o,WIU,1,2022,11,29,"30,426",63.0,"239,669,425",12.0,,29.0,"657,656","235,905",146,10,0,96,82,53,4,56,44,55,
FEARLESS,LE SSERAFIM,1,2022,5,2,"20,231",62.0,"312,942,305",19.0,,3.0,"2,892",,116,9,1,0,61,79,77,54,30,83,https://i.scdn.co/image/ab67616d0000b273d71fd77b89d08bc1bda219c7
Let It Go,James Bay,1,2014,1,1,"128,593",65.0,"1,197,774,081",220.0,,71.0,"277,681","9,218,458",162,9,0,52,93,17,81,8,60,35,https://i.scdn.co/image/ab67616d0000b273066483b34a405583429b8049
Where It Ends,Bailey Zimmerman,4,2022,8,19,"28,857",75.0,"178,441,881",19.0,,10.0,"1,718,435","456,834",150,11,1,5,84,76,35,93,47,68,https://i.scdn.co/image/ab67616d0000b2730c5d03daf39f254bb546cf3a
drivers license,Olivia Rodrigo,3,2021,1,8,"9,903",57.0,"2,184,754,018",51.0,,2.0,424,,104,8,0,36,87,42,67,88,44,12,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a
Desenrola Bate Joga de Ladin (feat. DJ Biel do Furduncinho),L7NNON,2,2022,4,8,"17,907",53.0,"86,262,202",10.0,,37.0,"107,890","316,099",147,7,0,1,84,88,87,15,59,38,https://i.scdn.co/image/ab67616d0000b273b6905113f2bb18751bd941b5
Carry You Home,Alex Warren,4,2024,5,31,"1,095",71.0,"9,428,361",13.0,,6.0,"77,312","57,380",174,10,0,68,25,73,76,54,60,80,https://i.scdn.co/image/ab67616d0000b27305efa6dce38504deb91fe687
City Boys,Burna Boy,4,2022,2,23,"58,113",69.0,"152,289,860",79.0,,25.0,"983,428","1,398,310",106,3,1,89,50,28,84,71,51,5,https://i.scdn.co/image/ab67616d0000b27339550ce4ccf28a1a4b82a443
Wellerman - Sea Shanty,Nathan Evans,4,2021,1,21,"103,694",66.0,"405,754,991",14.0,,1.0,892,"4,316,684",194,11,0,40,49,9,56,57,51,18,https://i.scdn.co/image/ab67616d0000b273db24f6590f4ad36048076521
Every Summertime,NIKI,1,2021,8,10,"60,923",70.0,"383,171,089",26.0,,4.0,"7,021","979,445",109,6,1,50,35,5,96,63,75,24,https://i.scdn.co/image/ab67616d0000b273e81fd3b9a7230db447f38182
MANDA BALA,Ariis,3,2023,12,8,"8,387",,"63,016,744",1.0,,,,"545,233",143,9,1,46,25,79,19,91,80,2,https://i.scdn.co/image/ab67616d0000b27300a77ea1b83a397d4371cad5
Walk It Talk It,Migos,4,2018,1,26,"150,813",67.0,"778,459,270",80.0,,30.0,"235,324","3,559,532",150,2,1,12,32,88,4,75,61,52,https://i.scdn.co/image/ab67616d0000b2739c188c494d8bfaf895411890
TQMQA,Eladio Carrion,2,2023,12,14,"9,916",,"42,043,071",14.0,,7.0,"12,107,030","166,487",193,8,0,75,99,3,23,87,25,27,https://i.scdn.co/image/ab67616d0000b273ec105eaf625391e95540ba97
Face Off,Tech N9ne,3,2021,10,7,"58,039",59.0,"194,908,788",4.0,,5.0,"10,634","1,640,152",150,9,1,68,67,100,98,48,66,25,https://i.scdn.co/image/ab67616d0000b2735ee0a1dafbbf6d8d430821a3
Otra vez (feat. J Balvin),Zion & Lennox,2,2016,9,30,"48,788",67.0,"912,446,776",45.0,,13.0,"15,030","2,796,246",196,3,1,65,72,33,29,28,78,46,https://i.scdn.co/image/ab67616d0000b27382eabf564ddc57325a84dd50
BOOKER T,Bad Bunny,3,2020,11,27,"62,435",66.0,"403,041,493",38.0,,35.0,"295,037","686,025",168,1,0,58,7,82,27,78,48,7,https://i.scdn.co/image/ab67616d0000b273005ee342f4eef2cc6e8436ab
Girls Never Die,tripleS,2,2024,5,8,769,67.0,"8,797,665",13.0,,4.0,"7,100","30,149",116,9,0,67,65,32,52,81,87,56,https://i.scdn.co/image/ab67616d0000b273c55d34ae350a6aec5652473f
"24/7, 365",elijah woods,1,2023,7,24,"12,758",71.0,"91,124,161",13.0,,,,"382,697",90,4,1,58,92,3,50,6,93,54,https://i.scdn.co/image/ab67616d0000b273461401f9d30353d56be3f19f
POCPOC,PEDRO SAMPAIO,4,2023,11,23,"9,079",72.0,"137,276,005",21.0,,43.0,"4,550,743","118,848",80,1,1,90,22,43,6,76,43,78,https://i.scdn.co/image/ab67616d0000b273ad007b6ac0ceca1aba5d7b58
Je M'appelle,Benzz,2,2022,4,21,"83,611",65.0,"231,745,345",13.0,,6.0,"18,881","1,068,455",149,9,0,9,69,97,41,82,35,0,https://i.scdn.co/image/ab67616d0000b2737e8d0665a808463148297c26
Soap,Melanie Martinez,3,2015,7,10,"48,604",67.0,"349,538,935",25.0,,7.0,"31,712",,99,5,1,12,54,75,34,68,52,39,https://i.scdn.co/image/ab67616d0000b2733899712512f50a8d9e01e951
Bam Yang Gang,BIBI,4,2024,2,13,"3,403",,"33,558,829",6.0,,,,"89,031",171,10,1,1,42,30,93,89,43,22,https://i.scdn.co/image/ab67616d0000b273c5543b3cce74f3edafcc8f59
Never Forget You,Zara Larsson,4,2015,9,10,"98,962",66.0,"972,089,598",140.0,,29.0,"226,271","7,156,194",104,9,1,89,99,79,33,1,90,99,https://i.scdn.co/image/ab67616d0000b2739e1683774b22648f4f178ed3
Tyler Herro,Jack Harlow,3,2020,10,22,"127,984",66.0,"555,631,717",78.0,,16.0,"9,685","1,141,637",136,0,0,14,20,65,72,32,21,53,https://i.scdn.co/image/ab67616d0000b273aeb14ead136118a987246b63
"i hate u, i love u (feat. olivia o'brien)",gnash,2,2016,2,17,"122,979",70.0,"1,405,772,026",4.0,,23.0,"483,769",,146,5,1,45,21,57,75,47,1,41,https://i.scdn.co/image/ab67616d0000b27308862f843ea27f44f8e8cbd8
Ophelia,The Lumineers,1,2016,2,5,"213,943",70.0,"1,274,848,626",86.0,,34.0,"41,816","3,480,225",160,3,0,56,8,59,53,36,6,79,https://i.scdn.co/image/ab67616d0000b27321b550b66cf1391c6642088c
Manos Rotas,DELLAFUENTE,1,2023,11,16,"18,359",71.0,"106,759,874",12.0,,6.0,"49,793","315,849",176,2,0,9,33,1,28,88,15,49,https://i.scdn.co/image/ab67616d0000b2731a176de75067ededc26ad96d
Ella No Es Tuya - Remix,Rochy RD,2,2021,2,3,"76,669",62.0,"364,856,266",57.0,,15.0,"192,642","955,292",151,1,0,21,58,35,9,88,87,3,https://i.scdn.co/image/ab67616d0000b2737e4b101046479cd4568a3cbc
Satellite,Harry Styles,4,2022,5,20,"51,605",70.0,"455,718,141",40.0,,33.0,"1,564,725","1,138,012",87,6,1,88,25,69,26,29,93,7,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
La Santa,Bad Bunny,4,2020,2,29,"96,498",75.0,"915,557,792",86.0,,25.0,"403,347","1,024,927",84,8,0,78,0,59,82,40,43,35,https://i.scdn.co/image/ab67616d0000b273548f7ec52da7313de0c5e4a0
Tera Ban Jaunga,Akhil Sachdeva,4,2019,6,14,"15,632",63.0,"211,095,929",16.0,,,,"299,317",117,11,1,76,99,22,12,3,64,9,https://i.scdn.co/image/ab67616d0000b273dc9563139ebc2a5597254664
Monï¿½ï¿½y so,Yeat,4,2021,9,10,"110,916",71.0,"378,668,802",6.0,,,,"3,103,353",100,2,0,7,4,46,41,82,90,29,
Ranjha Maahi,Siddhant,2,2023,1,12,75,7.0,"40,654",1.0,,,,344,193,5,1,20,40,100,36,90,72,99,https://i.scdn.co/image/ab67616d0000b2730759b67926ab5a7524234d94
Hotline Bling,Drake,4,2016,11,4,35,6.0,,,,,,,134,8,1,84,62,45,60,38,70,15,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c
Sure Thing,Miguel,3,2010,5,25,"190,857",81.0,"1,335,928,309",154.0,,84.0,"7,801,382","8,783,890",97,1,1,21,21,79,95,23,68,29,https://i.scdn.co/image/ab67616d0000b273d5a8395b0d80b8c48a5d851c
Talibans,Byron Messia,4,2023,1,20,"28,810",61.0,"54,683,202",51.0,,4.0,"173,622","1,296,410",193,6,0,96,67,43,78,49,60,63,https://i.scdn.co/image/ab67616d0000b2730082080c9c2010039fdc8700
Love Story (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,2021,2,12,"71,179",74.0,"763,292,840",100.0,,28.0,"455,783","1,405,713",134,4,1,44,47,18,20,36,29,73,
Skin de Bandida,Oscar Maydon,4,2023,9,22,"14,482",,"176,958,728",10.0,,9.0,"1,545,158","308,713",125,4,1,90,65,48,2,52,41,10,https://i.scdn.co/image/ab67616d0000b27381db99ce744a419c8ff02162
Escapism. - Sped Up,RAYE,2,2022,11,25,"47,167",66.0,"270,327,239",13.0,,7.0,"68,716","1,692,925",62,10,0,39,15,87,7,24,90,33,https://i.scdn.co/image/ab67616d0000b273e38f6d02f1e76fe09009e64e
Lisa,Young Miko,1,2023,3,3,"30,013",67.0,"209,988,103",14.0,,7.0,"78,288","429,046",176,6,0,21,79,57,69,92,73,79,https://i.scdn.co/image/ab67616d0000b2731fcf8dc413896f0fb5749141
I Can Feel It,Kane Brown,2,2023,9,21,"4,589",,"36,059,521",19.0,,3.0,"1,795","251,945",158,8,1,29,52,90,92,30,24,54,https://i.scdn.co/image/ab67616d0000b2734a8e46a57aa722809cd05d8b
ýýýý ýýýý ýýýýýýýý,ýýýýýýýý ýýýýýýýýýýýý,2,2024,5,2,,,,,,,,,78,3,0,61,85,6,82,98,81,82,
you should see me in a crown,Billie Eilish,1,2018,7,18,"103,375",71.0,"860,596,912",82.0,,20.0,"303,683","3,668,559",175,8,0,72,64,93,16,91,70,3,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce
Te Robarï¿,Nicky Jam,2,2019,3,22,"59,096",61.0,"547,483,874",59.0,,26.0,"623,759","2,115,863",184,10,0,44,78,40,9,37,56,48,
Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,2,2018,10,25,"46,385",73.0,"853,574,945",,,,,,147,9,1,34,63,77,96,57,94,43,https://i.scdn.co/image/ab67616d0000b273fdcd66dc526a25e1555ae81d
FBI,Picus,4,2024,2,29,295,,"6,591,040",1.0,,1.0,"50,451","35,815",94,8,0,81,87,14,12,52,31,30,https://i.scdn.co/image/ab67616d0000b2730c12031423972fd8e8f3fd1d
Come and Say - Original Mix,"""XY""",3,2022,11,14,1,,,,,,,,60,3,1,41,67,75,90,49,49,47,https://i.scdn.co/image/ab67616d0000b273f15fa42c6f3cba8b0f6c8658
